,date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,cluster,season,pattern
180,2011-06-30,104.0,104.0,100.0,106.0,100.0,102.0,102.0,102.0,106.0,106.0,108.0,112.0,108.0,112.0,110.0,112.0,108.0,110.0,110.0,108.0,108.0,106.0,106.0,106.0,1,Summer,high_load_high_peak
181,2011-07-01,106.0,102.0,102.0,100.0,100.0,98.0,100.0,100.0,102.0,106.0,106.0,108.0,108.0,110.0,108.0,110.0,110.0,110.0,110.0,112.0,108.0,108.0,108.0,110.0,1,Summer,high_load_high_peak
182,2011-07-02,110.0,106.0,106.0,106.0,106.0,102.0,106.0,102.0,106.0,106.0,112.0,110.0,114.0,114.0,114.0,112.0,114.0,116.0,114.0,114.0,114.0,112.0,110.0,110.0,1,Summer,high_load_high_peak
183,2011-07-03,104.0,106.0,106.0,106.0,106.0,106.0,102.0,102.0,100.0,106.0,108.0,112.0,112.0,108.0,112.0,110.0,112.0,110.0,110.0,108.0,108.0,108.0,106.0,106.0,1,Summer,high_load_high_peak
184,2011-07-04,102.0,102.0,98.0,104.0,102.0,102.0,104.0,104.0,106.0,108.0,110.0,112.0,114.0,112.0,110.0,110.0,110.0,110.0,110.0,110.0,112.0,110.0,110.0,108.0,1,Summer,high_load_high_peak
185,2011-07-05,108.0,106.0,104.0,106.0,100.0,104.0,102.0,104.0,106.0,108.0,110.0,110.0,112.0,114.0,114.0,110.0,112.0,112.0,112.0,112.0,112.0,108.0,112.0,110.0,1,Summer,high_load_high_peak
186,2011-07-06,106.0,106.0,108.0,106.0,102.0,106.0,106.0,106.0,108.0,108.0,108.0,112.0,112.0,112.0,112.0,114.0,116.0,114.0,114.0,114.0,114.0,112.0,112.0,112.0,1,Summer,high_load_high_peak
187,2011-07-07,106.0,110.0,108.0,110.0,106.0,106.0,110.0,110.0,108.0,108.0,114.0,112.0,114.0,114.0,116.0,114.0,114.0,114.0,114.0,114.0,112.0,114.0,112.0,110.0,1,Summer,high_load_high_peak
188,2011-07-08,110.0,106.0,106.0,110.0,104.0,106.0,106.0,108.0,108.0,110.0,110.0,112.0,110.0,114.0,112.0,116.0,116.0,116.0,116.0,114.0,112.0,114.0,114.0,110.0,1,Summer,high_load_high_peak
189,2011-07-09,106.0,106.0,106.0,106.0,106.0,106.0,102.0,100.0,106.0,110.0,110.0,110.0,112.0,114.0,112.0,114.0,112.0,114.0,110.0,110.0,110.0,106.0,106.0,106.0,1,Summer,high_load_high_peak
190,2011-07-10,102.0,106.0,106.0,102.0,106.0,106.0,102.0,106.0,104.0,106.0,110.0,106.0,112.0,112.0,112.0,110.0,112.0,112.0,112.0,114.0,110.0,110.0,106.0,106.0,1,Summer,high_load_high_peak
191,2011-07-11,106.0,106.0,102.0,106.0,106.0,106.0,106.0,106.0,108.0,108.0,110.0,110.0,112.0,114.0,112.0,114.0,114.0,114.0,112.0,110.0,108.0,108.0,110.0,106.0,1,Summer,high_load_high_peak
192,2011-07-12,106.0,106.0,106.0,104.0,106.0,104.0,106.0,106.0,108.0,110.0,110.0,112.0,112.0,114.0,114.0,114.0,116.0,114.0,114.0,116.0,116.0,114.0,114.0,110.0,1,Summer,high_load_high_peak
193,2011-07-13,108.0,106.0,110.0,106.0,108.0,106.0,110.0,110.0,110.0,122.0,98.0,118.0,116.0,116.0,116.0,116.0,116.0,116.0,118.0,114.0,118.0,116.0,114.0,114.0,1,Summer,high_load_high_peak
194,2011-07-14,112.0,112.0,108.0,110.0,106.0,108.0,112.0,108.0,110.0,114.0,114.0,116.0,116.0,112.0,114.0,110.0,110.0,110.0,110.0,108.0,108.0,110.0,108.0,106.0,1,Summer,high_load_high_peak
195,2011-07-15,106.0,108.0,106.0,106.0,102.0,102.0,102.0,102.0,104.0,104.0,106.0,106.0,108.0,110.0,110.0,110.0,110.0,106.0,106.0,106.0,108.0,108.0,110.0,106.0,1,Summer,high_load_high_peak
196,2011-07-16,106.0,106.0,104.0,106.0,106.0,104.0,102.0,104.0,100.0,96.0,98.0,98.0,100.0,108.0,108.0,108.0,110.0,110.0,108.0,110.0,108.0,108.0,108.0,106.0,1,Summer,high_load_high_peak
197,2011-07-17,108.0,106.0,106.0,108.0,106.0,104.0,106.0,106.0,104.0,106.0,108.0,108.0,108.0,110.0,110.0,110.0,110.0,108.0,108.0,110.0,110.0,108.0,110.0,108.0,1,Summer,high_load_high_peak
198,2011-07-18,110.0,108.0,108.0,108.0,106.0,106.0,106.0,106.0,106.0,106.0,108.0,110.0,108.0,110.0,110.0,112.0,110.0,108.0,110.0,108.0,110.0,110.0,108.0,108.0,1,Summer,high_load_high_peak
199,2011-07-19,106.0,108.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,108.0,108.0,108.0,110.0,108.0,108.0,108.0,108.0,110.0,108.0,108.0,104.0,108.0,106.0,108.0,1,Summer,high_load_high_peak
200,2011-07-20,106.0,106.0,108.0,106.0,106.0,104.0,104.0,104.0,104.0,106.0,106.0,106.0,108.0,108.0,108.0,108.0,108.0,106.0,108.0,108.0,108.0,108.0,106.0,108.0,1,Summer,high_load_high_peak
201,2011-07-21,106.0,106.0,106.0,106.0,106.0,104.0,104.0,104.0,104.0,106.0,106.0,108.0,106.0,108.0,106.0,104.0,108.0,106.0,106.0,106.0,106.0,106.0,104.0,106.0,1,Summer,high_load_high_peak
202,2011-07-22,104.0,106.0,104.0,106.0,102.0,102.0,104.0,106.0,104.0,104.0,106.0,108.0,108.0,106.0,106.0,108.0,106.0,108.0,106.0,108.0,106.0,108.0,108.0,106.0,1,Summer,high_load_high_peak
203,2011-07-23,106.0,106.0,106.0,104.0,104.0,102.0,102.0,102.0,102.0,104.0,104.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,108.0,106.0,108.0,106.0,106.0,1,Summer,high_load_high_peak
204,2011-07-24,106.0,104.0,106.0,106.0,104.0,104.0,102.0,104.0,104.0,106.0,106.0,108.0,108.0,108.0,110.0,110.0,106.0,108.0,108.0,108.0,106.0,108.0,106.0,108.0,1,Summer,high_load_high_peak
205,2011-07-25,106.0,106.0,106.0,106.0,106.0,104.0,104.0,104.0,106.0,106.0,108.0,110.0,110.0,108.0,110.0,106.0,110.0,104.0,108.0,108.0,106.0,108.0,106.0,106.0,1,Summer,high_load_high_peak
206,2011-07-26,104.0,108.0,106.0,106.0,106.0,104.0,106.0,104.0,106.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,110.0,108.0,108.0,108.0,106.0,108.0,106.0,106.0,1,Summer,high_load_high_peak
207,2011-07-27,106.0,106.0,106.0,106.0,104.0,104.0,104.0,104.0,106.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,110.0,108.0,108.0,108.0,108.0,108.0,106.0,106.0,1,Summer,high_load_high_peak
208,2011-07-28,106.0,106.0,106.0,106.0,104.0,104.0,104.0,104.0,104.0,106.0,108.0,108.0,108.0,110.0,108.0,108.0,108.0,108.0,106.0,108.0,106.0,106.0,104.0,106.0,1,Summer,high_load_high_peak
209,2011-07-29,104.0,106.0,104.0,106.0,106.0,104.0,104.0,104.0,104.0,104.0,106.0,106.0,108.0,108.0,108.0,108.0,108.0,104.0,110.0,106.0,106.0,106.0,108.0,106.0,1,Summer,high_load_high_peak
210,2011-07-30,106.0,106.0,106.0,104.0,104.0,104.0,104.0,102.0,104.0,104.0,106.0,106.0,108.0,108.0,106.0,106.0,108.0,106.0,106.0,106.0,106.0,108.0,108.0,106.0,1,Summer,high_load_high_peak
211,2011-07-31,106.0,106.0,106.0,106.0,106.0,106.0,104.0,104.0,106.0,104.0,106.0,108.0,110.0,110.0,110.0,106.0,106.0,108.0,108.0,108.0,106.0,110.0,106.0,108.0,1,Summer,high_load_high_peak
212,2011-08-01,106.0,106.0,108.0,106.0,106.0,106.0,104.0,104.0,106.0,106.0,110.0,108.0,108.0,108.0,108.0,108.0,108.0,110.0,108.0,110.0,108.0,108.0,108.0,106.0,1,Summer,high_load_high_peak
213,2011-08-02,108.0,106.0,106.0,106.0,106.0,104.0,104.0,106.0,106.0,106.0,108.0,108.0,110.0,108.0,110.0,110.0,110.0,110.0,108.0,108.0,108.0,108.0,108.0,106.0,1,Summer,high_load_high_peak
214,2011-08-03,106.0,106.0,106.0,106.0,106.0,104.0,104.0,102.0,104.0,104.0,106.0,108.0,106.0,108.0,108.0,108.0,108.0,110.0,108.0,106.0,106.0,104.0,106.0,106.0,1,Summer,high_load_high_peak
215,2011-08-04,106.0,106.0,104.0,104.0,106.0,104.0,104.0,102.0,104.0,104.0,106.0,106.0,106.0,108.0,106.0,106.0,108.0,104.0,104.0,106.0,104.0,104.0,106.0,104.0,1,Summer,high_load_high_peak
216,2011-08-05,104.0,104.0,104.0,106.0,102.0,102.0,102.0,102.0,102.0,106.0,106.0,106.0,104.0,108.0,106.0,104.0,106.0,106.0,104.0,106.0,104.0,104.0,104.0,104.0,2,Summer,moderate_load
217,2011-08-06,104.0,102.0,100.0,102.0,102.0,102.0,100.0,100.0,102.0,102.0,104.0,106.0,106.0,106.0,106.0,106.0,106.0,102.0,106.0,104.0,104.0,104.0,102.0,104.0,2,Summer,moderate_load
218,2011-08-07,100.0,102.0,102.0,100.0,102.0,98.0,98.0,98.0,98.0,100.0,104.0,104.0,106.0,104.0,102.0,106.0,102.0,106.0,104.0,102.0,104.0,102.0,100.0,102.0,2,Summer,moderate_load
219,2011-08-08,100.0,100.0,100.0,100.0,98.0,100.0,98.0,98.0,104.0,98.0,102.0,102.0,102.0,100.0,102.0,102.0,104.0,104.0,104.0,104.0,102.0,104.0,102.0,102.0,2,Summer,moderate_load
220,2011-08-09,102.0,102.0,98.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,102.0,102.0,104.0,104.0,104.0,104.0,104.0,102.0,106.0,102.0,104.0,106.0,104.0,104.0,2,Summer,moderate_load
221,2011-08-10,106.0,106.0,106.0,106.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,102.0,104.0,104.0,106.0,106.0,106.0,106.0,106.0,102.0,102.0,104.0,102.0,102.0,2,Summer,moderate_load
222,2011-08-11,104.0,102.0,100.0,98.0,98.0,98.0,98.0,98.0,100.0,102.0,102.0,102.0,102.0,102.0,104.0,104.0,104.0,102.0,104.0,102.0,102.0,104.0,102.0,102.0,2,Summer,moderate_load
223,2011-08-12,102.0,102.0,102.0,102.0,102.0,100.0,100.0,100.0,100.0,104.0,104.0,104.0,106.0,106.0,106.0,106.0,108.0,106.0,108.0,104.0,102.0,108.0,104.0,102.0,2,Summer,moderate_load
224,2011-08-13,104.0,104.0,102.0,104.0,100.0,102.0,98.0,98.0,100.0,102.0,102.0,104.0,106.0,106.0,106.0,106.0,108.0,108.0,108.0,106.0,106.0,108.0,106.0,104.0,2,Summer,moderate_load
225,2011-08-14,106.0,104.0,106.0,106.0,104.0,104.0,102.0,102.0,102.0,104.0,106.0,106.0,108.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,104.0,104.0,106.0,102.0,2,Summer,moderate_load
226,2011-08-15,104.0,100.0,104.0,106.0,102.0,104.0,104.0,102.0,104.0,102.0,106.0,104.0,108.0,106.0,106.0,106.0,106.0,104.0,104.0,108.0,102.0,106.0,102.0,104.0,2,Summer,moderate_load
227,2011-08-16,104.0,102.0,104.0,102.0,102.0,102.0,100.0,100.0,102.0,102.0,104.0,108.0,106.0,106.0,106.0,104.0,106.0,104.0,104.0,106.0,104.0,106.0,102.0,104.0,2,Summer,moderate_load
228,2011-08-17,104.0,104.0,100.0,104.0,100.0,102.0,100.0,100.0,102.0,106.0,106.0,104.0,106.0,106.0,106.0,106.0,106.0,106.0,104.0,106.0,102.0,104.0,102.0,104.0,2,Summer,moderate_load
229,2011-08-18,102.0,102.0,102.0,102.0,102.0,102.0,100.0,100.0,100.0,100.0,102.0,104.0,104.0,102.0,106.0,104.0,104.0,104.0,104.0,104.0,104.0,102.0,102.0,102.0,2,Summer,moderate_load
230,2011-08-19,102.0,102.0,102.0,102.0,102.0,100.0,100.0,100.0,100.0,102.0,102.0,102.0,102.0,102.0,104.0,104.0,104.0,104.0,104.0,102.0,104.0,104.0,104.0,104.0,2,Summer,moderate_load
231,2011-08-20,104.0,104.0,102.0,102.0,104.0,100.0,100.0,100.0,100.0,106.0,96.0,106.0,108.0,108.0,100.0,108.0,108.0,100.0,108.0,108.0,108.0,98.0,108.0,108.0,2,Summer,moderate_load
232,2011-08-21,106.0,98.0,106.0,106.0,106.0,106.0,96.0,104.0,104.0,106.0,98.0,106.0,108.0,108.0,100.0,108.0,108.0,98.0,106.0,108.0,108.0,98.0,106.0,106.0,2,Summer,moderate_load
233,2011-08-22,106.0,98.0,106.0,106.0,106.0,106.0,96.0,104.0,106.0,98.0,108.0,108.0,108.0,100.0,108.0,108.0,98.0,108.0,108.0,98.0,108.0,108.0,98.0,106.0,2,Summer,moderate_load
234,2011-08-23,106.0,106.0,98.0,106.0,104.0,106.0,94.0,104.0,104.0,106.0,98.0,110.0,100.0,108.0,108.0,108.0,100.0,108.0,98.0,108.0,108.0,98.0,106.0,104.0,2,Summer,moderate_load
235,2011-08-24,96.0,108.0,104.0,104.0,104.0,94.0,104.0,104.0,94.0,104.0,106.0,108.0,100.0,108.0,108.0,108.0,100.0,106.0,98.0,108.0,106.0,106.0,98.0,106.0,2,Summer,moderate_load
236,2011-08-25,106.0,98.0,104.0,104.0,104.0,94.0,104.0,102.0,94.0,106.0,108.0,108.0,100.0,108.0,110.0,98.0,108.0,110.0,110.0,100.0,108.0,106.0,98.0,106.0,2,Summer,moderate_load
237,2011-08-26,106.0,106.0,98.0,106.0,106.0,106.0,106.0,96.0,106.0,106.0,98.0,106.0,108.0,110.0,100.0,110.0,110.0,100.0,108.0,108.0,98.0,108.0,106.0,108.0,1,Summer,high_load_high_peak
238,2011-08-27,98.0,108.0,108.0,106.0,98.0,106.0,106.0,104.0,102.0,108.0,98.0,108.0,110.0,108.0,100.0,110.0,110.0,98.0,108.0,108.0,108.0,98.0,106.0,106.0,1,Summer,high_load_high_peak
239,2011-08-28,108.0,98.0,106.0,104.0,106.0,104.0,98.0,104.0,104.0,108.0,98.0,108.0,108.0,108.0,100.0,110.0,110.0,100.0,108.0,108.0,108.0,98.0,106.0,106.0,2,Summer,moderate_load
240,2011-08-29,106.0,98.0,106.0,106.0,106.0,106.0,96.0,104.0,106.0,98.0,108.0,108.0,108.0,98.0,108.0,108.0,100.0,108.0,108.0,98.0,108.0,106.0,98.0,104.0,2,Summer,moderate_load
241,2011-08-30,104.0,104.0,96.0,106.0,104.0,104.0,94.0,102.0,102.0,106.0,96.0,108.0,98.0,106.0,108.0,106.0,100.0,108.0,98.0,106.0,108.0,96.0,106.0,106.0,2,Summer,moderate_load
242,2011-08-31,96.0,104.0,104.0,102.0,102.0,94.0,104.0,102.0,94.0,106.0,106.0,108.0,98.0,106.0,108.0,108.0,98.0,106.0,98.0,108.0,106.0,108.0,96.0,106.0,2,Summer,moderate_load
243,2011-09-01,106.0,94.0,104.0,104.0,104.0,94.0,104.0,102.0,96.0,104.0,106.0,106.0,96.0,106.0,108.0,98.0,108.0,108.0,108.0,98.0,108.0,106.0,98.0,104.0,2,Fall,moderate_load
244,2011-09-02,104.0,104.0,94.0,104.0,102.0,104.0,104.0,94.0,104.0,104.0,96.0,106.0,106.0,108.0,98.0,108.0,108.0,98.0,108.0,106.0,98.0,106.0,106.0,106.0,2,Fall,moderate_load
245,2011-09-03,96.0,104.0,104.0,104.0,92.0,102.0,100.0,100.0,98.0,102.0,92.0,100.0,100.0,100.0,92.0,102.0,102.0,92.0,100.0,100.0,100.0,92.0,100.0,100.0,0,Fall,low_load
246,2011-09-04,100.0,92.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,92.0,100.0,100.0,102.0,92.0,102.0,102.0,94.0,104.0,102.0,102.0,92.0,100.0,100.0,0,Fall,low_load
247,2011-09-05,100.0,100.0,92.0,100.0,100.0,100.0,92.0,100.0,102.0,100.0,92.0,102.0,104.0,104.0,94.0,104.0,106.0,104.0,94.0,106.0,104.0,92.0,102.0,100.0,0,Fall,low_load
248,2011-09-06,100.0,100.0,92.0,102.0,100.0,102.0,92.0,100.0,100.0,102.0,92.0,102.0,94.0,98.0,102.0,104.0,104.0,104.0,94.0,104.0,104.0,104.0,104.0,94.0,0,Fall,low_load
249,2011-09-07,104.0,104.0,104.0,102.0,102.0,94.0,102.0,102.0,102.0,102.0,102.0,94.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,92.0,102.0,102.0,100.0,92.0,0,Fall,low_load
250,2011-09-08,102.0,100.0,102.0,100.0,100.0,92.0,102.0,102.0,100.0,102.0,102.0,94.0,104.0,104.0,104.0,104.0,94.0,102.0,102.0,102.0,102.0,94.0,102.0,102.0,0,Fall,low_load
251,2011-09-09,100.0,92.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,92.0,102.0,104.0,102.0,94.0,102.0,102.0,102.0,102.0,102.0,92.0,102.0,102.0,100.0,0,Fall,low_load
252,2011-09-10,102.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,102.0,102.0,102.0,102.0,94.0,102.0,102.0,104.0,102.0,102.0,92.0,100.0,102.0,100.0,0,Fall,low_load
253,2011-09-11,100.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,102.0,102.0,102.0,104.0,94.0,106.0,104.0,102.0,102.0,94.0,102.0,102.0,100.0,102.0,0,Fall,low_load
254,2011-09-12,102.0,92.0,102.0,102.0,100.0,102.0,100.0,102.0,102.0,102.0,102.0,94.0,104.0,104.0,104.0,104.0,104.0,96.0,104.0,104.0,104.0,102.0,104.0,104.0,2,Fall,moderate_load
255,2011-09-13,104.0,104.0,100.0,102.0,92.0,100.0,102.0,100.0,100.0,100.0,102.0,102.0,102.0,104.0,104.0,94.0,102.0,104.0,104.0,104.0,104.0,102.0,104.0,94.0,2,Fall,moderate_load
256,2011-09-14,102.0,100.0,102.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,102.0,102.0,92.0,102.0,102.0,102.0,100.0,92.0,110.0,92.0,102.0,0,Fall,low_load
257,2011-09-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,102.0,102.0,102.0,102.0,92.0,102.0,102.0,102.0,102.0,102.0,100.0,92.0,0,Fall,low_load
258,2011-09-16,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,102.0,102.0,102.0,94.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,102.0,92.0,0,Fall,low_load
259,2011-09-17,100.0,100.0,100.0,100.0,100.0,100.0,102.0,100.0,92.0,100.0,100.0,102.0,100.0,104.0,102.0,94.0,102.0,104.0,102.0,102.0,100.0,92.0,100.0,100.0,0,Fall,low_load
260,2011-09-18,100.0,100.0,100.0,92.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,92.0,102.0,102.0,102.0,102.0,92.0,102.0,100.0,102.0,100.0,102.0,0,Fall,low_load
261,2011-09-19,92.0,100.0,100.0,100.0,100.0,100.0,100.0,102.0,92.0,100.0,100.0,104.0,102.0,102.0,104.0,102.0,104.0,102.0,102.0,94.0,102.0,102.0,100.0,100.0,0,Fall,low_load
262,2011-09-20,92.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,0,Fall,low_load
263,2011-09-21,100.0,92.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,0,Fall,low_load
264,2011-09-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,110.0,92.0,100.0,100.0,100.0,100.0,0,Fall,low_load
265,2011-09-23,100.0,100.0,92.0,110.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,102.0,92.0,102.0,104.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100.0,0,Fall,low_load
266,2011-09-24,100.0,102.0,100.0,100.0,100.0,100.0,102.0,100.0,100.0,102.0,102.0,102.0,104.0,102.0,102.0,104.0,102.0,104.0,104.0,104.0,102.0,102.0,100.0,102.0,2,Fall,moderate_load
267,2011-09-25,100.0,100.0,110.0,100.0,100.0,100.0,100.0,100.0,100.0,102.0,102.0,102.0,104.0,104.0,106.0,104.0,104.0,104.0,104.0,104.0,104.0,102.0,102.0,102.0,2,Fall,moderate_load
268,2011-09-26,100.0,102.0,100.0,100.0,100.0,100.0,100.0,100.0,110.0,92.0,110.0,102.0,104.0,102.0,102.0,102.0,102.0,102.0,112.0,102.0,102.0,102.0,104.0,102.0,2,Fall,moderate_load
269,2011-09-27,100.0,102.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,102.0,102.0,102.0,102.0,112.0,104.0,102.0,104.0,102.0,104.0,112.0,102.0,100.0,102.0,2,Fall,moderate_load
