date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2018-01-01,840.76,712.29,585.82,520.49,422.83,440.22,457.37,464.7,539.04,656.43,680.15,710.31,761.7,743.72,757.79,785.94,868.97,871.56,1017.69,1106.48,1117.63,1190.4,1214.36,1222.72
2018-01-02,1077.68,799.22,586.62,439.24,425.22,445.64,464.01,437.59,826.6,841.9,743.76,762.74,793.95,807.38,727.33,666.75,887.36,883.71,991.66,1023.16,1111.19,1156.97,1216.76,1283.16
2018-01-03,1046.62,795.52,543.24,455.43,436.98,434.15,450.82,495.98,794.02,902.13,817.21,798.5,835.41,866.74,819.4,836.24,965.83,910.99,1026.54,1111.92,1299.45,1322.6,1344.36,1395.33
2018-01-04,1135.85,833.76,600.71,486.98,468.55,457.12,485.96,528.81,884.42,991.71,895.58,846.78,863.42,848.63,841.88,858.92,978.1,1066.8,1139.59,1190.79,1358.59,1391.72,1482.02,1432.91
2018-01-05,1256.29,882.33,690.72,560.69,477.88,502.62,568.03,582.46,949.76,1044.7,943.92,826.91,857.57,866.73,,754.89,967.34,941.95,1194.37,1249.04,1329.17,1400.76,1379.05,1430.73
2018-01-06,1275.1,1031.42,786.08,601.91,548.15,520.03,589.81,556.75,656.8,953.91,953.39,975.04,1075.58,1132.43,1032.41,979.32,1118.86,1149.54,1203.94,1333.46,1293.34,1303.86,1330.82,1342.59
2018-01-07,1251.52,943.09,726.66,578.27,521.39,487.78,523.68,544.21,697.39,809.43,813.4,838.65,941.83,1072.85,1019.48,1006.43,1124.22,1149.19,1224.23,1282.13,1303.46,1350.95,1379.93,1483.33
2018-01-08,1302.43,979.21,708.38,536.02,505.2,490.41,530.58,542.7,888.16,1010.11,993.05,921.15,955.81,942.82,840.53,844.42,1014.83,993.3,1165.06,1263.42,1307.74,1474.59,1518.91,1525.14
2018-01-09,1344.66,992.6,750.52,593.46,561.41,535.42,615.39,632.37,962.96,976.08,902.98,882.13,937.4,914.42,835.1,823.86,932.08,979.54,1085.77,1178.24,1390.89,1386.66,1415.5,1483.51
2018-01-10,1291.49,939.03,649.05,522.47,521.25,517.74,530.23,593.08,939.91,1038.6,923.07,864.95,946.35,908.96,783.52,786.4,921.86,920.76,1079.4,1156.33,1317.28,1355.88,1402.51,1478.51
2018-01-11,1336.18,1023.22,712.49,583.73,550.05,536.69,634.06,644.19,969.15,946.92,873.28,767.96,748.59,684.59,609.95,634.71,795.03,871.45,1085.5,1227.48,1357.63,1465.35,1487.5,1512.56
2018-01-12,1306.5,1031.34,720.24,608.83,568.55,551.79,624.59,608.35,937.4,1048.27,1061.75,917.94,1026.67,928.16,801.58,760.19,901.45,908.81,1101.69,1230.59,1375.78,1402.96,1484.91,1473.03
2018-01-13,1337.97,1021.82,756.26,577.78,545.08,562.86,579.47,615.49,799.85,1046.41,959.89,1003.54,1037.25,1044.76,934.42,972.24,1118.21,1082.21,1194.61,1215.04,1275.12,1402.09,1473.39,1462.98
2018-01-14,,,526.65,420.02,434.88,409.83,442.27,440.84,638.55,843.46,765.13,747.76,788.01,718.82,727.13,742.86,825.41,823.65,879.79,924.83,967.51,990.21,1023.07,1033.39
2018-01-15,959.79,753.7,561.96,472.16,474.05,457.53,518.23,466.39,687.87,863.31,854.0,704.1,749.88,719.09,590.43,601.01,709.4,638.6,727.28,768.62,816.94,811.73,848.62,880.59
2018-01-16,826.89,629.7,492.23,408.76,383.05,376.51,467.42,476.65,,863.58,779.24,686.92,751.16,726.89,686.35,668.32,710.55,693.66,781.8,852.03,921.16,1006.15,1029.16,986.77
2018-01-17,885.56,669.29,493.73,430.84,427.42,421.81,485.54,466.68,640.59,838.0,785.4,682.02,735.34,712.66,590.56,625.86,745.76,635.85,761.71,785.2,894.6,956.08,1011.0,1028.35
2018-01-18,936.65,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,784.75,604.52,465.65,402.22,431.11,388.71,445.11,457.03,643.46,807.3,798.26,652.92,722.69,706.57,641.42,588.39,654.21,637.29,715.51,792.66,836.55,934.71,920.19,892.84
2018-01-20,773.66,640.53,477.37,391.59,377.45,398.43,455.32,413.29,519.44,688.67,772.98,669.9,755.92,690.91,663.72,599.71,692.61,666.03,766.11,736.33,785.2,774.0,794.92,761.26
2018-01-21,729.13,592.54,418.83,375.98,359.7,383.09,409.71,404.02,543.19,647.64,673.15,681.65,733.23,739.39,653.3,665.6,735.49,712.82,828.17,846.59,893.6,942.55,868.42,858.84
2018-01-22,714.61,571.53,423.69,342.34,354.94,367.32,416.85,414.81,585.02,702.98,736.94,661.95,640.56,606.88,562.29,586.24,626.55,602.54,686.79,752.93,869.69,844.34,788.0,835.54
2018-01-23,737.38,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,891.32,598.03,481.02,410.48,383.66,426.43,508.49,504.86,682.66,728.15,827.11,666.75,740.29,698.06,647.79,587.69,709.06,695.12,729.47,811.54,1011.53,967.52,975.32,982.89
2018-01-25,850.73,652.47,523.8,457.08,424.16,488.93,511.35,504.4,686.15,825.37,809.73,761.51,827.34,821.11,727.35,730.42,772.74,702.35,804.54,911.88,940.87,990.71,1018.99,1001.85
2018-01-26,914.36,669.59,571.72,514.67,490.32,507.92,550.28,570.02,749.11,800.7,812.47,728.83,809.22,812.1,697.47,772.57,894.7,801.93,861.19,919.16,1001.9,1055.82,1101.65,1057.12
2018-01-27,958.31,797.6,650.97,552.47,528.31,598.52,610.02,579.44,673.68,801.32,867.19,836.61,846.8,813.45,767.23,826.48,858.79,785.8,835.57,903.75,974.5,1002.83,980.4,926.61
2018-01-28,863.73,716.28,605.99,484.9,520.45,570.6,579.56,592.63,633.07,758.36,831.94,740.15,853.62,801.39,807.26,848.63,848.97,865.73,894.97,927.96,943.05,948.17,982.63,1015.37
2018-01-29,921.98,731.99,593.89,522.75,490.28,520.99,532.74,585.93,778.65,825.68,846.82,765.24,737.09,737.2,676.24,725.56,764.55,720.22,765.22,895.94,1002.37,1009.57,993.46,1007.89
2018-01-30,917.4,695.4,609.52,521.22,458.29,469.01,520.39,540.79,771.22,817.2,853.25,844.34,791.51,739.87,677.52,724.43,805.57,735.44,829.2,918.44,953.01,971.57,945.91,980.37
2018-01-31,848.66,703.58,591.14,498.2,483.43,484.01,540.94,570.76,774.76,854.86,856.71,784.63,800.11,808.81,733.74,746.51,849.81,790.51,840.86,877.59,913.18,920.55,960.82,1022.41
2018-02-01,882.42,736.99,561.8,489.72,479.53,504.62,559.69,522.94,726.89,835.76,840.96,737.86,688.76,766.51,642.0,670.86,736.81,656.51,700.42,817.45,894.66,928.5,925.26,974.66
2018-02-02,848.68,705.97,581.39,485.4,472.62,503.65,557.54,567.6,722.76,780.58,735.78,701.68,669.82,692.81,621.74,669.71,673.04,608.19,668.78,798.36,841.5,866.72,915.07,905.6
2018-02-03,876.75,652.32,568.58,467.7,461.36,487.98,536.34,522.63,633.24,732.23,745.7,649.34,606.12,624.46,674.15,668.21,740.6,692.18,737.97,814.61,782.08,827.89,848.02,808.91
2018-02-04,712.79,625.99,523.0,476.97,451.91,464.91,520.87,529.01,601.58,643.53,696.67,626.71,623.48,565.17,589.57,654.27,750.93,717.88,792.73,767.22,809.98,819.02,846.93,814.22
2018-02-05,697.75,601.21,485.07,458.86,431.01,419.77,449.36,517.67,585.74,693.22,655.98,615.56,631.57,606.6,583.42,595.51,635.85,568.26,644.5,704.53,716.04,757.25,769.66,772.7
2018-02-06,658.97,549.18,459.66,430.99,400.53,389.07,428.34,479.19,589.35,646.12,644.43,621.19,616.33,610.0,552.68,584.34,599.3,548.99,550.43,659.63,688.73,713.82,730.82,761.42
2018-02-07,635.72,537.1,448.39,403.59,393.41,399.27,439.41,457.48,579.7,680.77,653.01,562.09,600.09,534.49,541.73,516.0,608.29,534.08,630.56,702.2,763.02,808.29,782.63,702.38
2018-02-08,630.96,505.84,429.5,403.0,374.28,378.69,411.86,472.28,550.32,595.2,569.35,575.87,558.43,550.3,481.04,504.67,524.25,541.73,583.11,628.66,675.24,731.59,729.91,685.64
2018-02-09,539.95,475.38,433.79,360.09,333.67,349.88,363.13,409.46,490.05,633.63,542.01,527.33,509.27,492.06,471.03,454.52,522.28,438.47,520.85,562.38,612.82,651.21,617.97,562.46
2018-02-10,543.0,485.63,393.59,365.77,324.65,355.94,352.12,374.48,366.83,458.0,471.13,467.92,501.46,527.01,447.25,434.41,441.37,430.98,500.84,535.49,567.66,562.18,574.97,555.4
2018-02-11,521.35,432.07,399.88,330.29,307.42,314.49,340.53,331.52,377.41,472.78,466.33,454.88,465.73,446.27,426.45,418.06,408.75,405.48,465.85,487.8,501.53,510.44,466.51,509.79
2018-02-12,474.23,399.31,355.12,332.02,305.41,296.09,342.13,352.2,387.34,477.18,437.71,445.19,433.59,473.19,385.36,391.04,361.9,386.09,495.73,546.78,517.89,515.89,524.04,490.95
2018-02-13,452.51,389.07,349.52,309.58,291.3,294.43,312.35,327.1,335.07,389.92,378.87,419.08,413.8,393.14,374.95,366.92,325.5,326.85,367.37,420.73,441.32,459.25,458.38,412.11
2018-02-14,383.04,327.99,302.98,281.9,266.31,265.55,289.42,294.26,308.31,348.91,283.22,308.87,296.64,298.28,290.21,281.76,252.94,266.83,292.84,338.85,342.87,348.13,345.5,301.79
2018-02-15,315.19,279.42,274.36,245.93,235.93,246.57,237.93,221.91,246.94,272.44,256.28,275.47,277.52,315.12,281.03,287.82,250.87,261.23,301.9,316.1,333.06,317.66,320.69,312.35
2018-02-16,331.61,312.39,262.43,238.65,231.22,216.76,254.45,251.84,248.41,264.58,253.95,261.97,285.16,287.05,273.17,253.2,255.64,238.2,305.25,330.96,332.49,349.28,318.1,348.87
2018-02-17,289.67,278.72,263.49,255.25,240.49,227.88,263.48,255.59,267.59,272.6,268.76,252.79,250.39,305.98,273.01,265.02,238.1,254.94,274.14,325.74,324.89,359.66,331.06,334.7
2018-02-18,313.86,307.86,251.87,234.29,231.83,242.26,266.82,248.99,262.4,275.55,275.6,275.4,286.82,307.86,289.21,269.24,258.26,282.4,327.48,351.65,340.46,327.91,308.06,292.08
2018-02-19,316.53,292.68,281.24,236.49,247.45,241.48,272.45,249.81,270.6,285.3,275.49,289.64,308.58,302.67,305.09,307.82,294.46,302.08,346.41,362.24,352.85,370.87,363.33,363.5
2018-02-20,330.66,311.13,275.7,256.46,239.81,259.24,250.86,245.61,273.27,304.74,300.38,280.0,312.45,305.43,336.41,325.51,343.43,330.37,362.39,417.64,409.45,417.42,385.32,388.11
2018-02-21,355.52,326.53,287.21,275.37,275.8,276.1,280.42,246.58,265.81,356.37,323.0,337.26,350.89,346.36,335.59,341.62,338.84,360.27,394.36,451.26,504.52,505.46,476.0,470.97
2018-02-22,412.51,382.91,329.25,290.48,275.31,291.06,297.02,300.0,341.56,401.79,492.5,518.39,491.82,436.87,426.18,389.24,379.6,357.79,420.11,488.25,526.87,548.6,520.15,520.45
2018-02-23,444.21,366.97,343.32,314.43,286.48,297.33,297.34,314.33,397.25,394.78,409.94,404.09,430.03,383.05,395.01,405.96,496.15,399.09,439.13,529.06,567.39,589.23,602.09,547.36
2018-02-24,479.03,431.68,342.0,311.96,292.96,269.93,328.54,341.35,365.65,480.79,472.74,487.12,493.55,484.32,481.67,462.33,505.6,454.12,495.65,604.35,625.35,694.87,698.4,628.61
2018-02-25,576.4,499.91,396.28,357.26,326.84,340.8,339.1,330.2,361.79,468.64,493.73,511.76,557.35,545.88,521.9,529.17,578.3,555.3,590.28,679.38,703.83,793.63,793.34,764.46
2018-02-26,655.32,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,683.43,506.1,417.71,359.29,328.59,355.44,353.18,368.71,517.28,633.16,603.52,606.25,568.76,552.1,415.01,416.24,530.44,527.0,568.26,666.52,724.33,759.46,858.34,759.9
2018-02-28,616.28,492.8,313.83,353.83,324.07,348.25,371.37,325.92,523.23,689.7,684.84,633.26,647.59,646.25,513.58,514.06,497.5,508.35,601.83,658.01,797.46,782.68,761.04,843.84
2018-03-01,690.17,540.26,366.56,384.11,362.95,389.7,475.3,364.32,569.64,687.56,663.28,490.86,514.07,470.79,450.09,534.62,630.63,567.35,623.42,771.59,825.45,763.4,823.29,848.65
2018-03-02,658.43,555.93,404.09,384.03,382.85,395.86,422.23,421.78,561.87,714.49,724.42,700.64,714.97,673.32,618.65,614.12,773.59,688.31,709.5,755.52,763.82,751.57,753.78,783.12
2018-03-03,748.38,587.51,435.37,375.47,400.52,398.33,408.8,379.43,538.81,668.05,700.92,642.85,700.56,686.44,586.33,597.47,647.68,680.22,705.94,817.49,850.86,832.37,922.27,883.6
2018-03-04,776.35,608.05,444.93,366.87,383.44,415.07,399.45,379.2,496.35,652.44,691.65,632.58,641.64,640.33,538.52,485.67,630.77,680.07,781.23,788.76,937.2,1010.42,977.63,924.8
2018-03-05,731.02,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,913.34,607.7,474.05,389.1,356.88,392.07,401.02,424.89,690.71,774.96,729.17,693.12,681.81,628.6,516.7,494.58,652.29,637.03,777.0,934.51,995.37,1076.84,1075.81,849.04
2018-03-07,915.07,628.32,430.68,366.71,359.11,375.92,415.62,389.76,669.85,787.78,777.31,696.4,774.39,712.02,664.98,629.18,763.69,764.05,901.72,982.36,1061.06,1126.97,1182.12,1106.35
2018-03-08,891.03,625.22,486.7,399.09,395.24,418.62,449.53,453.81,730.18,799.56,854.97,737.8,689.49,700.15,627.96,586.83,792.59,725.53,893.01,959.61,1045.5,1131.46,1179.1,1205.9
2018-03-09,961.1,688.69,498.23,456.46,446.47,422.19,474.98,503.55,757.71,841.17,826.8,697.32,688.98,670.64,599.54,535.35,695.57,717.15,784.78,927.14,1009.7,1097.16,1091.15,1152.54
2018-03-10,906.94,684.07,508.54,442.47,403.35,428.16,441.29,416.87,520.43,682.19,685.83,738.6,700.64,720.64,585.13,623.57,704.05,629.86,730.13,830.78,849.51,930.5,965.8,951.22
2018-03-11,830.48,627.48,498.67,367.42,390.41,404.23,408.7,369.88,499.84,650.15,668.5,630.23,693.81,686.79,613.93,625.31,682.95,686.77,792.31,842.8,900.95,991.54,1031.59,996.01
2018-03-12,853.76,587.46,427.74,372.85,319.45,358.76,372.82,361.75,649.45,717.2,654.36,517.54,567.83,557.85,424.86,440.84,566.45,,,,,,,
2018-03-13,,,,,,,,,,,,,,,,,542.97,544.87,668.52,822.87,867.52,910.5,941.78,950.94
2018-03-14,792.59,577.38,373.92,327.61,345.59,331.64,362.55,330.77,588.95,744.43,651.4,576.94,628.37,547.96,449.25,474.08,606.55,561.25,685.76,798.5,910.62,866.37,866.13,910.69
2018-03-15,735.13,499.51,355.21,290.36,296.62,308.21,343.17,298.96,570.96,704.47,615.28,577.63,660.39,565.25,477.1,414.04,625.47,601.83,633.58,738.75,869.69,919.46,939.43,962.66
2018-03-16,763.01,461.19,360.89,345.65,355.08,348.41,355.11,360.81,614.51,746.66,699.91,646.74,628.55,603.11,529.48,576.92,685.72,650.34,764.26,816.11,847.37,907.38,934.04,924.62
2018-03-17,784.17,553.71,438.38,370.02,343.42,348.2,346.73,391.53,443.02,591.13,680.67,606.33,680.68,653.41,595.4,596.32,714.11,637.74,651.71,737.52,824.7,829.14,,904.0
2018-03-18,736.56,536.51,432.2,360.25,333.54,358.94,394.5,311.08,436.85,585.38,645.13,628.46,706.13,722.69,661.07,698.69,673.7,725.93,790.13,833.33,927.71,970.6,996.35,953.17
2018-03-19,771.86,557.06,423.73,321.61,339.44,358.7,373.06,381.52,654.2,768.88,705.51,654.59,670.54,637.5,585.26,567.35,683.23,699.49,792.24,920.83,957.26,983.8,1002.89,1109.79
2018-03-20,924.78,603.51,472.9,411.77,378.99,389.48,413.48,404.87,628.07,756.3,859.8,688.51,727.24,711.95,594.28,661.78,768.01,707.87,840.96,1032.05,1086.91,1194.54,1211.4,1165.46
2018-03-21,941.52,681.51,501.84,401.47,375.29,442.28,442.04,445.63,695.23,854.58,769.46,751.21,844.57,803.48,799.22,712.46,855.23,835.69,869.55,1023.05,1115.84,1144.31,1219.75,1172.81
2018-03-22,951.8,674.75,471.63,409.85,394.09,404.25,441.79,454.4,657.07,873.62,716.54,650.18,621.98,733.26,591.93,568.18,684.8,705.81,757.07,904.96,1008.83,1096.04,1149.86,1096.01
2018-03-23,974.98,647.29,472.42,374.17,351.37,375.4,375.49,389.9,615.84,767.03,657.6,597.89,567.55,588.28,473.66,514.51,649.41,594.18,649.91,788.44,857.48,856.16,909.1,964.22
2018-03-24,801.0,598.87,436.69,385.07,329.65,346.67,347.88,393.99,444.34,623.24,688.36,629.27,687.98,567.69,532.89,535.77,673.07,630.18,645.87,769.12,727.08,802.38,840.64,876.31
2018-03-25,687.04,557.74,406.55,324.77,308.77,325.73,348.01,322.45,390.18,604.94,616.12,600.02,680.26,678.67,586.28,601.39,667.26,657.01,710.78,764.37,785.82,899.19,890.62,912.23
2018-03-26,726.19,504.75,359.14,299.9,282.87,308.27,341.37,300.42,608.07,743.24,587.03,568.32,571.9,530.06,378.95,468.94,579.26,555.92,673.87,738.08,824.61,895.68,943.51,955.85
2018-03-27,724.75,505.13,336.81,265.13,295.67,305.3,315.27,317.13,558.38,743.22,686.26,583.69,593.51,533.36,365.7,408.48,546.94,563.74,645.28,803.63,825.68,878.46,889.49,932.24
2018-03-28,729.8,520.05,355.32,304.59,315.82,302.46,336.63,327.82,594.64,669.5,635.01,584.93,606.94,538.1,491.11,547.01,604.44,580.94,632.47,738.72,834.38,858.96,875.73,872.78
2018-03-29,720.17,492.8,338.5,327.31,269.16,294.06,298.81,307.33,543.39,678.83,638.45,511.31,608.62,584.74,482.87,462.07,559.89,524.23,617.08,780.19,796.73,840.0,870.44,868.29
2018-03-30,687.64,493.38,343.04,292.94,284.08,282.63,314.14,313.53,581.75,734.27,662.94,580.26,587.35,547.15,531.96,398.01,550.25,554.47,555.42,703.69,765.56,718.43,729.14,809.07
2018-03-31,653.76,491.0,353.45,311.62,302.71,300.52,320.69,273.56,441.92,596.96,636.06,662.58,662.39,622.2,499.16,450.68,514.34,531.82,553.96,690.71,660.06,627.85,748.59,736.41
2018-04-01,543.61,444.81,337.57,281.58,271.26,282.18,301.19,298.65,362.62,589.59,552.57,670.21,647.68,658.17,532.19,521.66,606.06,618.25,677.66,736.1,801.2,803.6,805.55,786.16
2018-04-02,608.37,460.08,322.12,280.25,272.87,273.62,293.77,300.84,479.97,598.88,617.01,520.16,556.16,576.58,452.7,396.66,562.65,531.23,654.99,761.0,733.37,747.23,799.58,794.43
2018-04-03,639.4,438.82,311.57,277.45,257.46,300.47,280.89,303.94,512.87,655.75,619.67,540.12,568.1,548.35,448.7,390.19,542.71,528.62,634.25,726.66,815.84,733.25,809.23,783.27
2018-04-04,644.33,444.25,324.11,299.56,288.22,283.32,287.39,320.23,514.05,624.48,605.24,579.07,600.35,522.94,474.91,400.07,506.15,526.0,564.11,653.61,670.83,571.0,606.21,569.08
2018-04-05,523.92,394.32,310.93,300.73,285.32,274.54,308.62,298.63,418.58,477.72,603.14,489.69,566.36,588.23,450.01,486.05,488.6,571.17,582.38,587.12,626.74,552.44,535.97,571.69
2018-04-06,559.88,401.35,363.79,295.17,284.89,290.04,325.73,306.64,380.09,522.48,568.27,511.59,552.48,533.72,450.82,461.22,548.23,504.75,573.95,639.86,610.17,625.11,623.68,658.14
2018-04-07,590.16,459.37,344.68,280.66,310.08,293.22,312.81,311.02,410.65,528.93,603.57,534.56,650.28,634.29,548.25,501.12,648.29,605.75,672.15,814.56,834.87,785.83,761.59,829.06
2018-04-08,646.71,472.19,354.92,329.56,300.22,309.68,305.77,353.95,561.02,701.54,628.47,563.7,609.43,611.07,536.73,480.87,632.58,555.6,591.53,718.21,807.21,785.07,832.32,894.75
2018-04-09,687.92,484.45,338.14,277.56,285.56,299.84,296.99,316.16,532.73,685.68,672.01,620.68,584.29,577.58,423.82,423.19,544.93,511.09,578.38,846.15,786.82,829.69,884.77,842.28
2018-04-10,700.73,489.57,335.86,256.9,286.0,324.91,294.09,290.31,558.89,652.19,664.77,628.13,580.73,536.95,470.03,392.39,592.57,533.55,638.07,784.37,828.97,812.61,839.25,888.22
2018-04-11,683.14,501.65,355.04,308.91,284.54,277.63,300.24,300.5,521.4,629.37,604.19,529.68,568.92,543.28,468.35,471.23,551.57,516.17,596.81,698.97,804.47,806.24,800.9,789.42
2018-04-12,649.55,438.46,334.75,282.98,288.18,285.9,307.97,314.47,542.49,580.88,641.87,553.63,557.03,492.31,418.94,411.03,542.67,548.78,646.51,710.08,730.6,793.42,792.21,822.02
2018-04-13,656.43,427.67,310.24,275.46,279.8,277.31,310.84,300.95,469.1,612.38,592.87,534.32,602.42,557.23,477.13,432.13,555.08,569.34,607.87,705.98,707.08,745.4,752.09,694.04
2018-04-14,577.9,421.38,332.25,281.52,293.35,298.92,309.11,298.72,455.57,552.21,540.67,576.21,627.59,588.29,547.38,518.44,627.55,520.74,556.61,663.53,682.85,666.5,738.41,706.03
2018-04-15,635.13,443.09,326.82,309.79,298.72,301.14,303.93,301.62,438.81,568.42,614.09,595.15,657.1,603.23,579.91,479.85,647.66,579.46,599.1,701.74,782.26,764.88,775.02,808.82
2018-04-16,652.5,453.1,325.64,315.45,282.36,294.56,305.03,302.87,501.28,623.66,616.71,522.37,597.68,516.84,448.49,418.66,599.83,565.89,611.55,754.78,835.31,811.49,871.28,884.83
2018-04-17,677.61,465.91,340.16,302.43,301.6,292.38,308.9,308.22,491.77,648.66,627.45,600.12,642.85,567.22,434.87,405.14,525.79,527.21,582.59,727.17,818.96,767.38,872.42,862.02
2018-04-18,682.7,456.95,325.53,295.08,293.8,308.38,296.39,316.51,572.98,670.76,583.53,548.32,582.45,515.77,458.27,433.81,589.74,582.56,626.9,741.15,811.99,868.06,837.05,831.42
2018-04-19,651.21,437.0,307.15,296.76,270.52,285.88,271.58,292.13,538.14,714.73,653.19,590.59,600.11,584.91,442.25,419.14,545.52,534.92,615.05,778.13,826.82,787.78,787.24,826.47
2018-04-20,651.92,489.6,351.3,262.51,272.82,294.25,300.6,322.73,526.35,635.44,631.44,529.76,502.39,518.69,466.59,397.08,532.23,518.16,555.63,701.47,733.73,668.04,724.23,716.72
2018-04-21,624.46,415.67,332.03,304.01,301.41,296.13,291.07,295.09,430.79,513.48,592.28,526.62,572.24,552.57,470.27,479.54,608.62,565.74,622.74,766.78,663.61,620.38,710.45,731.18
2018-04-22,562.25,435.38,351.3,301.08,279.26,304.07,276.16,262.55,424.71,525.08,587.26,519.84,627.24,555.55,570.93,513.41,658.75,581.86,619.15,767.2,801.16,771.13,795.63,756.48
2018-04-23,657.36,450.36,326.85,293.11,284.74,306.86,267.9,305.5,490.62,640.06,616.26,542.52,550.87,497.96,405.6,424.58,588.63,517.68,580.6,703.31,762.03,720.67,713.89,694.82
2018-04-24,549.27,382.5,282.05,272.05,283.07,278.24,314.94,300.17,516.87,639.98,635.88,608.46,555.09,544.9,470.91,441.52,557.82,508.87,633.58,727.67,748.02,745.08,775.04,794.13
2018-04-25,598.06,411.32,322.45,279.69,297.39,289.79,302.17,321.3,535.37,611.34,571.02,483.19,595.29,493.65,483.15,494.56,573.54,486.28,575.58,700.8,789.56,798.01,827.65,780.19
2018-04-26,640.01,440.17,323.52,268.54,256.17,310.43,316.63,321.32,499.57,592.0,543.17,543.94,595.38,533.2,415.83,413.65,564.41,478.69,536.45,668.72,810.57,707.29,735.97,769.17
2018-04-27,618.47,417.2,331.46,284.14,251.0,268.09,300.43,317.29,508.53,626.35,569.7,530.79,563.91,475.0,458.9,373.87,537.29,523.86,599.96,661.29,734.44,697.78,408.74,698.63
2018-04-28,581.01,408.04,344.53,289.69,240.42,286.68,286.19,308.9,450.73,601.65,537.12,525.91,571.13,480.89,382.2,386.01,519.84,518.28,438.81,640.56,617.69,654.39,582.58,628.38
2018-04-29,471.27,408.17,304.65,278.77,292.41,302.3,281.43,266.09,366.78,556.02,494.29,529.19,592.65,499.48,433.97,410.03,455.53,491.03,544.08,601.05,497.6,574.02,575.56,600.17
2018-04-30,503.75,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,497.81,420.94,334.88,331.37,295.41,292.38,273.75,286.65,334.86,498.6,536.56,482.89,541.83,555.66,432.74,530.75,534.89,481.9,607.06,684.8,648.84,649.72,681.21,693.48
2018-05-02,570.78,413.49,360.91,363.29,319.75,341.65,303.46,313.28,445.58,549.06,532.65,498.42,501.65,589.04,457.15,423.04,545.54,475.73,528.01,681.71,678.93,721.69,676.59,647.39
